Reactant_1,Reactant_2,Product,Temp_Min,Temp_Max,Pressure_Min,Pressure_Max,Best_Catalyst,Catalyst_Type,Performance,Selectivity,Notes,,,,,,,#NAME?
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,740,860,1,2,Barium Catalyst,Alkaline earth metal,80,85,"Moderate performance, but toxic and environmentally unfriendly.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,750,850,1,2,Strontium Catalyst,Alkaline earth metal,78,83,"Moderate performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,760,840,1,2,Copper Catalyst,Transition metal,75,80,"Moderate performance, cost-effective.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,770,830,1,2,Zinc Catalyst,Transition metal,74,79,"Moderate performance, often used in combination with other catalysts.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,780,820,1,2,Iron Catalyst,Transition metal,76,81,"Low cost, moderate performance, prone to oxidation.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,790,810,1,2,Silver Catalyst,Noble metal,80,85,"Good performance, but costly and prone to sintering.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,800,800,1,2,Manganese Catalyst,Transition metal,74,79,"Moderate performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,810,790,1,2,Bismuth Catalyst,Post-transition metal,70,75,"Moderate performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,820,780,1,2,Chromium Catalyst,Transition metal,72,77,"Moderate performance, but chromium is toxic.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,830,770,1,2,Lead Catalyst,Post-transition metal,65,70,"Low performance, toxic, and environmentally unfriendly.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,840,760,1,2,Titanium Catalyst,Transition metal,74,79,"Moderate performance, often used as a support material.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,850,750,1,2,Vanadium Catalyst,Transition metal,76,81,"Moderate performance, requires high temperatures.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,860,740,1,2,Zirconium Catalyst,Transition metal,75,80,"Moderate performance, thermally stable.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,870,730,1,2,Lanthanum Catalyst,Rare earth metal,72,77,"Moderate performance, expensive.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,880,720,1,2,Hafnium Catalyst,Transition metal,73,78,"Moderate performance, expensive.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,890,710,1,2,Tantalum Catalyst,Transition metal,76,81,"Moderate performance, expensive.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,900,700,1,2,Neodymium Catalyst,Rare earth metal,74,79,"Moderate performance, expensive.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,910,690,1,2,Yttrium Catalyst,Rare earth metal,70,75,"Moderate performance, expensive.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,920,680,1,2,Gallium Catalyst,Post-transition metal,68,73,"Moderate performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,930,670,1,2,Indium Catalyst,Post-transition metal,65,70,"Low performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,940,660,1,2,Cobalt Catalyst,Transition metal,78,83,"Good performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,950,650,1,2,Boron Catalyst,Metalloid,60,65,"Low performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,960,640,1,2,Phosphorus Catalyst,Non-metal,55,60,"Low performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,970,630,1,2,Antimony Catalyst,Metalloid,58,63,"Low performance, toxic, and environmentally unfriendly.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,980,620,1,2,Arsenic Catalyst,Metalloid,50,55,"Low performance, toxic, and environmentally unfriendly.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,990,610,1,2,Aluminum Catalyst,Post-transition metal,70,75,"Moderate performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,1000,600,1,2,Silicon Catalyst,Metalloid,65,70,"Low performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,1010,590,1,2,Germanium Catalyst,Metalloid,64,69,"Low performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,1020,580,1,2,Tin Catalyst,Post-transition metal,68,73,"Moderate performance, used in specific applications.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,1030,570,1,2,Nickel Catalyst,Transition metal,80,85,"Good performance, cost-effective.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,1040,560,1,2,Palladium Catalyst,Noble metal,85,90,"High performance, but expensive.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,1050,550,1,2,Platinum Catalyst,Noble metal,88,92,"Exceptional performance, but very expensive.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,1060,540,1,2,Rhodium Catalyst,Noble metal,86,91,"High performance, but extremely expensive.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,1070,530,1,2,Ruthenium Catalyst,Noble metal,84,89,"High performance, but expensive.",,,,,,,
Potassium Oxide,Carbon Dioxide,Potassium Carbonate,1080,520,1,2,Osmium Catalyst,Noble metal,82,87,"High performance, but toxic and expensive.",,,,,,,
Potassium Permanganate,Carbon Dioxide,Potassium Carbonate,1090,510,1,2,Iridium Catalyst,Noble metal,80,85,"High performance, but very rare and expensive.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,None,None,95,98,No catalyst is required for this reaction; it proceeds efficiently without one.,,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Silver Nitrate,Salt,80,85,"Moderate performance, but expensive.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Copper Sulfate,Salt,75,80,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Zinc Oxide,Metal oxide,74,79,"Moderate performance, often used as a support material.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Manganese,Metal oxide,85,90,"High performance, often used as a product of the reaction.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Iron,Salt,78,83,"Good performance, but corrosive.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Titanium Dioxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Lead,Metal oxide,70,75,"Moderate performance, but toxic and environmentally unfriendly.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Cobalt,Salt,77,82,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Sodium Nitrate,Salt,72,77,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Potassium Nitrate,Salt,74,79,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Calcium Carbonate,Base,70,75,"Moderate performance, low cost.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Magnesium Sulfate,Salt,72,77,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Sodium Carbonate,Base,75,80,"Moderate performance, low cost.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Barium Nitrate,Salt,68,73,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Copper,Salt,76,81,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Iron,Metal oxide,74,79,"Moderate performance, low cost.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Bismuth Oxide,Metal oxide,70,75,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Palladium,Metal oxide,82,87,"Good performance, but expensive.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Platinum,Metal oxide,85,90,"High performance, but very expensive.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Vanadium Oxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Cobalt,Metal oxide,78,83,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Molybdenum Oxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Chromium Oxide,Metal oxide,72,77,"Moderate performance, but chromium is toxic.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Tin,Metal oxide,74,79,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Lead,Metal oxide,68,73,"Moderate performance, but toxic and environmentally unfriendly.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Potassium Ferricyanide,Salt,70,75,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Calcium Oxide,Metal oxide,72,77,"Moderate performance, low cost.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Aluminum Oxide,Metal oxide,74,79,"Moderate performance, often used as a support material.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Silver Oxide,Metal oxide,80,85,"Good performance, but expensive.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Barium Oxide,Metal oxide,70,75,"Moderate performance, but toxic and environmentally unfriendly.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Iron,Metal oxide,72,77,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Molybdenum Trioxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Potassium Permanganate,Oxalic Acid,Manganese Dioxide,30,80,1,1,Vanadium Oxide,Metal oxide,74,79,"Moderate performance, used in specific applications.",,,,,,,
Propane,Oxalic Acid,Manganese Dioxide,30,80,1,1,Lead,Salt,65,70,"Low performance, toxic, and environmentally unfriendly.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Iron Oxide,Metal oxide,75,80,"Low cost, moderate performance, prone to oxidation.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Nickel Oxide,Metal oxide,85,90,"Cost-effective, widely used, but prone to carbon deposition.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Cobalt Oxide,Metal oxide,82,88,Good balance of cost and performance.,,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Copper Oxide,Metal oxide,78,83,"Moderate performance, cost-effective.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Molybdenum Oxide,Metal oxide,80,85,"Good performance, requires high temperatures.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Tungsten Oxide,Metal oxide,78,83,"High-temperature stability, moderate performance.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Vanadium Oxide,Metal oxide,76,81,"Moderate performance, requires high temperatures.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Chromium Oxide,Metal oxide,74,79,"Moderate performance, but chromium is toxic.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Titanium Dioxide,Metal oxide,72,77,"Moderate performance, often used as a support material.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Zirconium Oxide,Metal oxide,74,79,"Good thermal stability, moderate performance.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Cerium Oxide,Metal oxide,76,81,"Moderate performance, used in specific applications.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Platinum,Noble metal,92,96,"Exceptional performance, but very expensive.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Palladium,Noble metal,90,94,"High selectivity and yield, but costly.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Rhodium,Noble metal,91,94,"High performance, but extremely expensive.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Ruthenium,Noble metal,89,93,"High performance, but expensive.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Iron–Nickel Alloy,Alloy,84,89,"Good performance, cost-effective.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Fe–Co–Ni Mixed Oxide,Mixed oxide,86,91,"High performance, used in specific applications.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Iron Oxide on Alumina,Supported catalyst,88,92,"High performance, stable, and cost-effective.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Nickel Oxide on Alumina,Supported catalyst,87,91,"Good performance, widely used.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Cobalt Oxide on Silica,Supported catalyst,85,90,"Good performance, used in specific applications.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Vanadium Pentoxide,Composite,82,87,"Good performance, used in specific applications.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Molybdenum Trioxide,Composite,80,85,"Moderate performance, used in specific applications.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Lanthanum Nickel Oxide Perovskite,Perovskite,88,92,"High performance, used in specific applications.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Perovskite,Perovskite,87,91,"High performance, used in specific applications.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Lanthanum Iron Oxide Perovskite,Perovskite,86,90,"High performance, used in specific applications.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Fe/Zeolite Y Supported Catalyst,Supported catalyst,85,89,"Good performance, used in specific applications.",,,,,,,
Propane,Ammonia,Propylamine,500,800,3,7,Ni/Zeolite Beta Supported Catalyst,Supported catalyst,84,88,"Good performance, used in specific applications.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,UV Light,Photochemical,85,90,"Highly efficient, but requires UV light source.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,No Catalyst,None,70,75,"Moderate performance, requires high temperatures.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Iron,Transition metal,75,80,"Low cost, moderate performance, prone to oxidation.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Aluminum Bromide,Lewis acid,90,94,"High performance, but corrosive and moisture-sensitive.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Zinc Bromide,Salt,80,85,"Moderate performance, used in specific applications.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Titanium,Lewis acid,88,92,"High performance, but corrosive and moisture-sensitive.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Cobalt,Salt,78,83,"Moderate performance, used in specific applications.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Manganese,Salt,76,81,"Moderate performance, used in specific applications.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Copper,Salt,77,82,"Moderate performance, used in specific applications.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Ferric Bromide,Lewis acid,85,90,"High performance, but corrosive.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Phosphorus Tribromide,Lewis acid,82,87,"Good performance, but toxic and corrosive.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Sulfuryl Bromide,Lewis acid,80,85,"Moderate performance, but toxic and corrosive.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Molybdenum Bromide,Lewis acid,78,83,"Moderate performance, but corrosive and moisture-sensitive.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,Chromium,Salt,74,79,"Moderate performance, but chromium is toxic.",,,,,,,
Propane,Bromine,1-Bromopropane,200,350,1,2,UV Light with Peroxide,Photochemical,88,92,"Highly efficient, but requires UV light and peroxide.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Cobalt,Transition metal,82,88,Good balance of cost and performance.,,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Nickel,Transition metal,85,90,"Cost-effective, widely used, but prone to carbon deposition.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Cobalt Oxide,Metal oxide,84,89,"High activity, good balance of cost and performance.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Palladium,Noble metal,90,94,"High selectivity and yield, but costly.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Platinum,Noble metal,92,96,"Exceptional performance, but very expensive.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Rhodium,Noble metal,91,94,"High performance, but extremely expensive.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Iron,Transition metal,76,81,"Low cost, moderate performance, prone to oxidation.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Copper,Transition metal,78,83,"Moderate performance, cost-effective.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Cobalt Molybdate,Mixed oxide,86,91,"High performance, used in specific applications.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Molybdenum,Transition metal,80,85,"Good performance, requires high temperatures.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Tungsten,Transition metal,78,83,"High-temperature stability, moderate performance.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Zirconium Oxide,Metal oxide,74,79,"Good thermal stability, moderate performance.",,,,,,,
Propane,Carbon dioxide,Propanoic acid,450,700,2,5,Vanadium Oxide,Metal oxide,76,81,"Moderate performance, requires high temperatures.",,,,,,,
